model,object,axis_unsigned_deg,axis_signed_deg,p_rev,radius_m,hinge_offset_frac,z_p,verb,hinge_point_offset_frac
l2anchor,espressomachine/espressomachine,79.259,100.741,0.9508,2.7862,0.1395,0.272,open,0.6937
l2anchor,espressomachine/espressomachine,88.635,91.365,0.9445,2.0488,0.0639,1.304,close,0.5365
l2anchor,espressomachine/espressomachine,89.804,89.804,0.9458,3.0006,0.1690,0.343,open,0.4842
l2anchor,espressomachine/espressomachine,73.171,106.829,0.9478,0.8306,0.1060,2.299,close,0.5189
l2anchor,espressomachine/espressomachine,73.554,106.446,0.9612,0.4616,0.1602,3.209,open,0.3393
l2anchor,espressomachine/espressomachine,69.212,110.788,0.9475,0.0904,0.1453,3.196,close,0.3308
l2anchor,espressomachine/espressomachine,77.095,102.905,0.9521,2.8147,0.1500,0.254,open,0.7590
l2anchor,espressomachine/espressomachine,83.665,96.335,0.9417,1.4623,0.1096,2.121,close,0.4734
l2anchor,espressomachine/espressomachine,86.051,93.949,0.9434,1.5291,0.1913,2.045,open,0.4471
l2anchor,espressomachine/espressomachine,89.588,89.588,0.9382,2.1494,0.1187,1.612,close,0.4800
l2anchor,espressomachine/espressomachine,89.191,89.191,0.9474,2.3444,0.1696,1.607,open,0.4117
l2anchor,espressomachine/espressomachine,77.868,102.132,0.9409,0.6475,0.1266,2.872,close,0.4040
l2anchor,espressomachine/espressomachine,89.200,90.800,0.9522,3.7931,0.1801,0.166,open,0.4690
l2anchor,espressomachine/espressomachine,79.673,100.327,0.9404,1.7711,0.0916,1.587,close,0.5494
l2anchor,espressomachine/espressomachine,81.538,81.538,0.9433,1.2946,0.1553,2.499,open,0.3097
l2anchor,espressomachine/espressomachine,87.292,92.708,0.9394,3.5189,0.1038,0.290,close,0.6072
l2anchor,espressomachine/espressomachine,79.453,79.453,0.9470,3.7583,0.1719,0.233,open,0.3534
l2anchor,espressomachine/espressomachine,82.366,97.634,0.9373,1.7459,0.0498,1.688,close,0.5299
l2anchor,espressomachine/espressomachine,76.373,76.373,0.9506,3.3757,0.2121,0.145,open,0.3021
l2anchor,espressomachine/espressomachine,69.678,110.322,0.9493,0.4256,0.0992,2.969,close,0.2975
l2anchor,espressomachine/espressomachine,85.586,94.414,0.9451,1.0792,0.1709,2.665,open,0.3226
l2anchor,espressomachine/espressomachine,82.961,97.039,0.9452,1.0370,0.1367,2.754,close,0.4584
l2anchor,espressomachine/espressomachine,88.364,88.364,0.9463,3.5040,0.1986,0.166,open,0.4642
l2anchor,espressomachine/espressomachine,68.386,111.614,0.9393,1.1282,0.1223,2.129,close,0.6033
l2anchor,espressomachine/espressomachine,88.016,91.984,0.9517,3.0304,0.1897,0.204,open,0.5610
l2anchor,espressomachine/espressomachine,61.660,118.340,0.9435,0.3660,0.1587,3.326,close,0.3157
l2anchor,espressomachine/espressomachine,88.663,88.663,0.9469,0.5974,0.1770,3.091,open,0.3411
l2anchor,espressomachine/espressomachine,76.964,76.964,0.9471,2.4062,0.1979,1.508,open,0.2971
l2anchor,espressomachine/espressomachine,78.066,101.934,0.9399,0.3408,0.1107,3.333,close,0.3915
l2anchor,espressomachine/espressomachine,83.901,96.099,0.9509,2.0006,0.1900,1.883,open,0.4654
l2anchor,phone/phone,8.046,171.954,0.9569,0.9710,0.0066,2.658,close,0.1175
l2anchor,phone/phone,11.628,11.628,0.9570,0.8941,0.0299,1.868,open,0.0326
l2anchor,phone/phone,13.431,166.569,0.9559,0.3035,0.0060,2.060,close,0.0144
l2anchor,phone/phone,42.166,42.166,0.9521,0.5106,0.0242,2.349,open,0.1198
l2anchor,phone/phone,42.301,137.699,0.9579,0.3210,0.0074,2.016,close,0.1616
l2anchor,phone/phone,19.226,19.226,0.9538,2.2148,0.0095,0.362,open,0.3967
l2anchor,phone/phone,25.675,154.325,0.9572,1.1231,0.0643,2.680,close,0.2755
l2anchor,phone/phone,17.559,17.559,0.9604,0.6842,0.0286,2.013,open,0.0615
l2anchor,phone/phone,14.580,165.420,0.9576,0.3332,0.0166,2.127,close,0.0222
l2anchor,phone/phone,28.605,28.605,0.9539,0.2666,0.0702,2.574,open,0.1496
l2anchor,phone/phone,27.266,152.734,0.9625,1.0715,0.0061,2.786,close,0.2040
l2anchor,phone/phone,37.673,37.673,0.9510,1.4353,0.0594,1.400,open,0.2902
l2anchor,phone/phone,15.405,164.595,0.9549,1.3006,0.0473,2.903,close,0.1937
l2anchor,phone/phone,32.957,32.957,0.9583,0.7380,0.0365,1.978,open,0.1288
l2anchor,phone/phone,38.347,141.653,0.9620,0.6008,0.0206,2.240,close,0.1589
l2anchor,phone/phone,12.664,12.664,0.9466,2.1712,0.0721,0.317,open,0.4122
l2anchor,phone/phone,22.782,157.218,0.9637,1.2467,0.0078,2.925,close,0.1623
l2anchor,phone/phone,36.994,36.994,0.9629,0.8633,0.0580,2.097,open,0.1112
l2anchor,phone/phone,16.201,163.799,0.9560,1.0026,0.0338,2.913,close,0.1359
l2anchor,phone/phone,19.308,19.308,0.9581,0.8279,0.0847,2.127,open,0.0756
l2anchor,phone/phone,11.294,168.706,0.9500,0.4648,0.0036,2.130,close,0.0181
l2anchor,phone/phone,19.841,19.841,0.9604,0.9581,0.0524,1.772,open,0.1269
l2anchor,phone/phone,43.986,136.014,0.9624,1.2713,0.0540,3.136,close,0.2998
l2anchor,phone/phone,25.635,25.635,0.9545,1.4858,0.0271,1.389,open,0.2890
l2anchor,phone/phone,5.009,174.991,0.9571,1.3049,0.0250,2.907,close,0.0775
l2anchor,phone/phone,64.366,64.366,0.9608,0.8903,0.0353,2.020,open,0.1040
l2anchor,phone/phone,11.485,168.515,0.9595,0.4523,0.0026,2.018,close,0.0052
l2anchor,phone/phone,65.861,65.861,0.9551,0.8516,0.0114,1.869,open,0.2728
l2anchor,phone/phone,12.437,167.563,0.9598,1.5176,0.0591,2.882,close,0.1458
l2anchor,phone/phone,18.522,18.522,0.9565,0.4359,0.0079,2.591,open,0.0746
l2anchor,phone/phone,31.366,148.634,0.9584,0.6425,0.0148,2.242,close,0.1526
l2anchor,phone/phone,31.386,31.386,0.9453,0.7191,0.0562,2.342,open,0.0831
l2anchor,phone/phone,13.480,166.520,0.9569,0.7237,0.0070,2.460,close,0.0235
l2anchor,phone/phone,30.444,30.444,0.9524,0.8133,0.0554,1.918,open,0.1714
l2anchor,scissors/scissors,65.325,65.325,0.9305,0.3334,0.1912,2.058,close,0.2142
l2anchor,scissors/scissors,52.143,52.143,0.9423,0.2509,0.0699,2.022,open,0.1378
l2anchor,scissors/scissors,59.267,120.733,0.9389,0.4280,0.0296,1.941,close,0.1721
l2anchor,scissors/scissors,30.528,30.528,0.9377,0.2988,0.0019,2.087,open,0.0905
l2anchor,scissors/scissors,78.780,101.220,0.9390,0.5458,0.0959,1.822,close,0.2494
l2anchor,scissors/scissors,78.083,101.917,0.9346,0.8866,0.2497,1.892,close,0.3162
l2anchor,scissors/scissors,40.056,40.056,0.9443,0.3660,0.1632,2.042,open,0.1900
l2anchor,scissors/scissors,81.465,81.465,0.9495,0.4110,0.0890,1.683,close,0.1696
l2anchor,scissors/scissors,19.089,19.089,0.9459,0.0909,0.1193,1.951,open,0.1290
l2anchor,scissors/scissors,82.469,97.531,0.9466,0.4964,0.1549,1.705,close,0.2507
l2anchor,scissors/scissors,62.857,117.143,0.9448,0.4523,0.1404,1.758,close,0.2202
l2anchor,scissors/scissors,77.356,102.644,0.9201,0.4210,0.0572,2.004,close,0.2157
l2anchor,scissors/scissors,75.084,104.916,0.9391,0.3669,0.0719,1.940,close,0.1563
l2anchor,scissors/scissors,44.595,135.405,0.9270,0.3505,0.0042,1.772,close,0.1328
l2anchor,scissors/scissors,30.145,30.145,0.9392,0.1000,0.0091,1.907,open,0.1275
l2anchor,scissors/scissors,21.455,158.545,0.9306,0.5466,0.0887,1.376,close,0.1300
l2anchor,scissors/scissors,48.932,48.932,0.9328,0.2696,0.0862,1.666,close,0.1422
l2anchor,scissors/scissors,73.835,106.165,0.9448,0.2196,0.0040,1.910,close,0.1453
l2anchor,scissors/scissors,65.343,114.657,0.9178,0.1669,0.0049,1.813,close,0.0959
l2anchor,scissors/scissors,46.045,46.045,0.9295,0.1764,0.0535,1.784,open,0.1355
l2anchor,scissors/scissors,38.252,141.748,0.9525,0.1707,0.0238,1.699,close,0.0964
l2anchor,scissors/scissors,56.069,123.931,0.9275,0.3781,0.0190,1.983,close,0.1700
l2anchor,scissors/scissors,52.888,127.112,0.9354,0.5271,0.1292,1.878,close,0.2099
l2anchor,scissors/scissors,74.689,105.311,0.9454,0.3373,0.0811,1.786,close,0.1838
l2anchor,scissors/scissors,69.115,110.885,0.9492,0.4852,0.1663,1.520,close,0.2062
l2anchor,scissors/scissors,49.441,130.559,0.9396,0.3933,0.0735,1.684,close,0.1764
l2anchor,scissors/scissors,69.827,110.173,0.9398,0.1842,0.0490,1.916,close,0.1049
l2anchor,scissors/scissors,30.534,30.534,0.9393,0.2489,0.0119,1.784,open,0.1576
l2anchor,scissors/scissors,85.198,94.802,0.9270,0.2116,0.0564,1.591,close,0.2166
l2anchor,scissors/scissors,57.929,122.071,0.9335,0.4280,0.0326,2.054,close,0.1516
l2anchor,scissors/scissors,75.197,104.803,0.9409,0.4413,0.1321,1.670,close,0.2592
l2anchor,scissors/scissors,38.995,141.005,0.9386,0.1966,0.0315,1.919,close,0.0662
l2anchor,scissors/scissors,58.753,121.247,0.9371,0.5451,0.1380,1.766,close,0.2430
l2anchor,scissors/scissors,56.394,123.606,0.9540,0.4443,0.1483,1.621,close,0.2279
l2anchor,scissors/scissors,13.122,166.878,0.9405,0.1754,0.0747,1.775,close,0.0757
l2anchor,scissors/scissors,44.697,44.697,0.9460,0.0233,0.1936,1.839,open,0.2108
l2anchor,scissors/scissors,35.993,144.007,0.9437,0.3029,0.0226,1.752,close,0.0935
l2anchor,scissors/scissors,74.624,105.376,0.9395,0.3954,0.1215,1.634,close,0.2193
l2anchor,scissors/scissors,53.560,53.560,0.9493,0.5038,0.0591,1.658,open,0.2406
l2anchor,scissors/scissors,48.546,131.454,0.9361,0.3520,0.0809,1.654,close,0.1753
l2anchor,scissors/scissors,65.565,65.565,0.9399,0.2162,0.0459,1.957,open,0.1602
l2anchor,scissors/scissors,52.936,127.064,0.9265,0.4861,0.0383,1.912,close,0.1740
l2anchor,scissors/scissors,58.502,58.502,0.9420,0.6007,0.0399,1.953,close,0.1426
l2anchor,scissors/scissors,86.761,86.761,0.9587,0.4812,0.1035,2.050,open,0.2621
l2anchor,scissors/scissors,74.239,74.239,0.9457,0.4714,0.0725,1.956,close,0.1978
l2anchor,scissors/scissors,80.931,80.931,0.9494,0.5507,0.1426,1.770,close,0.2389
l2anchor,scissors/scissors,79.196,100.804,0.9375,0.4807,0.1655,1.688,close,0.2472
l2anchor,scissors/scissors,81.085,81.085,0.9532,0.3185,0.1364,1.797,open,0.0885
l2anchor,scissors/scissors,52.711,52.711,0.9362,0.1938,0.1071,1.631,close,0.1443
directloss,capsulemachine/capsulemachine,67.206,112.794,0.9492,3.2585,0.0079,4.175,open,0.6511
directloss,capsulemachine/capsulemachine,59.166,120.834,0.9631,2.3199,0.1133,3.992,open,0.4842
directloss,capsulemachine/capsulemachine,50.210,50.210,0.9471,4.3043,0.0771,0.279,close,0.5002
directloss,capsulemachine/capsulemachine,22.596,157.404,0.9498,1.4338,0.1778,3.532,open,0.4368
directloss,capsulemachine/capsulemachine,65.214,65.214,0.9441,3.8705,0.1178,1.089,close,0.2228
directloss,capsulemachine/capsulemachine,57.563,57.563,0.9490,2.2010,0.0759,1.666,close,0.1331
directloss,capsulemachine/capsulemachine,78.596,101.404,0.9557,1.4818,0.0615,3.480,open,0.2657
directloss,capsulemachine/capsulemachine,19.777,19.777,0.9462,3.8267,0.0670,0.245,close,0.5985
directloss,capsulemachine/capsulemachine,86.356,86.356,0.9487,2.2370,0.0679,3.561,open,0.5541
directloss,capsulemachine/capsulemachine,60.953,60.953,0.9446,4.9345,0.0703,0.352,close,0.5099
directloss,capsulemachine/capsulemachine,42.242,137.758,0.9433,2.6921,0.1723,3.915,open,0.7101
directloss,capsulemachine/capsulemachine,20.668,20.668,0.9426,1.9622,0.0659,1.856,close,0.4237
directloss,capsulemachine/capsulemachine,63.261,116.739,0.9514,2.9416,0.0358,3.946,open,0.6860
directloss,capsulemachine/capsulemachine,44.678,44.678,0.9472,3.4771,0.2066,0.202,close,0.2880
directloss,scissors/scissors,64.840,115.160,0.9405,0.7057,0.0469,1.204,close,0.3930
directloss,scissors/scissors,56.478,123.522,0.9370,0.5932,0.1040,1.806,open,0.2827
directloss,scissors/scissors,68.983,68.983,0.9425,1.4857,0.0922,0.611,close,0.4292
directloss,scissors/scissors,18.516,161.484,0.9363,1.2417,0.1328,2.309,open,0.1166
directloss,scissors/scissors,75.340,75.340,0.9489,0.6873,0.0896,1.499,close,0.2935
directloss,scissors/scissors,76.975,76.975,0.9263,0.1844,0.0157,1.896,open,0.1386
directloss,scissors/scissors,66.976,66.976,0.9444,0.8063,0.1085,1.491,close,0.3497
directloss,scissors/scissors,83.642,83.642,0.9291,0.8624,0.0624,1.068,close,0.3020
directloss,scissors/scissors,29.229,29.229,0.9416,1.0723,0.1066,1.196,close,0.2760
directloss,scissors/scissors,36.264,143.736,0.9252,0.9514,0.1234,1.050,close,0.3812
directloss,scissors/scissors,84.117,84.117,0.9323,1.4360,0.0920,2.485,open,0.4211
directloss,scissors/scissors,89.654,90.346,0.9337,0.6987,0.0282,0.953,close,0.3213
directloss,scissors/scissors,33.667,146.333,0.9384,1.2171,0.0287,0.975,close,0.2032
directloss,scissors/scissors,46.089,133.911,0.9380,1.0731,0.0304,1.053,close,0.0997
directloss,scissors/scissors,89.434,90.566,0.9404,0.6706,0.1046,2.382,open,0.2424
directloss,scissors/scissors,35.632,35.632,0.9476,1.0326,0.0583,1.588,close,0.2208
directloss,scissors/scissors,82.010,97.990,0.9468,1.2231,0.0183,2.403,open,0.1453
directloss,scissors/scissors,62.626,62.626,0.9513,1.4161,0.0522,1.156,close,0.1836
directloss,scissors/scissors,82.900,97.100,0.9292,0.8678,0.0933,2.127,open,0.4362
directloss,scissors/scissors,84.482,84.482,0.9301,0.2634,0.0073,1.283,close,0.0457
directloss,scissors/scissors,72.183,107.817,0.9374,0.5653,0.0714,1.178,close,0.2817
directloss,scissors/scissors,65.432,114.568,0.9323,0.4442,0.0195,0.994,close,0.5446
directloss,scissors/scissors,59.678,59.678,0.9471,1.3884,0.0504,1.128,close,0.2981
directloss,scissors/scissors,65.935,65.935,0.9457,0.4200,0.0761,0.606,close,0.4373
directloss,scissors/scissors,52.517,52.517,0.9443,1.1268,0.0707,1.055,close,0.4467
directloss,scissors/scissors,76.452,76.452,0.9413,0.0502,0.0045,1.243,close,0.0470
directloss,scissors/scissors,41.565,41.565,0.9226,1.0204,0.0799,1.248,close,0.2134
directloss,scissors/scissors,43.915,136.085,0.9306,0.8396,0.0294,0.830,close,0.6265
directloss,scissors/scissors,59.859,59.859,0.9481,0.3612,0.1324,1.090,close,0.2681
directloss,scissors/scissors,61.644,61.644,0.9508,1.4936,0.0477,0.443,close,0.8190
directloss,scissors/scissors,70.606,70.606,0.9193,0.4598,0.0560,2.019,open,0.2563
directloss,waffleiron/waffleiron,47.217,132.783,0.9464,1.8602,0.1331,3.634,open,0.7442
directloss,waffleiron/waffleiron,64.641,64.641,0.9481,3.1059,0.2303,0.900,close,1.0255
directloss,waffleiron/waffleiron,21.703,158.297,0.9508,3.2236,0.1787,3.999,open,1.5546
directloss,waffleiron/waffleiron,28.087,28.087,0.9491,3.8217,0.2313,0.425,close,1.3691
directloss,waffleiron/waffleiron,78.519,101.481,0.9404,0.9340,0.1962,2.787,open,0.0588
directloss,waffleiron/waffleiron,47.630,47.630,0.9442,3.6364,0.3015,0.580,close,0.8893
directloss,waffleiron/waffleiron,15.443,164.557,0.9504,3.6196,0.1614,3.793,open,0.5764
directloss,waffleiron/waffleiron,73.210,106.790,0.9445,1.0801,0.1688,1.238,close,0.6258
directloss,waffleiron/waffleiron,36.070,143.930,0.9484,3.6597,0.0684,4.257,open,0.9995
directloss,waffleiron/waffleiron,76.422,103.578,0.9442,1.7956,0.0816,0.869,close,0.6500
directloss,waffleiron/waffleiron,34.158,145.842,0.9396,2.2529,0.0765,3.406,open,0.6836
directloss,waffleiron/waffleiron,83.234,96.766,0.9496,1.4498,0.1173,0.602,close,1.1082
directloss,waffleiron/waffleiron,64.647,64.647,0.9453,2.1760,0.0872,2.892,open,1.0048
directloss,waffleiron/waffleiron,29.435,29.435,0.9556,2.8066,0.2233,0.382,close,0.8167
directloss,waffleiron/waffleiron,61.664,118.336,0.9407,2.3160,0.2311,3.063,open,0.5215
directloss,waffleiron/waffleiron,62.809,62.809,0.9395,0.8506,0.1350,0.891,close,0.3584
directloss,waffleiron/waffleiron,61.081,118.919,0.9450,1.3098,0.0327,2.785,open,0.1283
directloss,waffleiron/waffleiron,34.916,34.916,0.9458,2.7152,0.2501,1.083,close,0.6737
directloss,laptop/laptop,30.839,149.161,0.9457,2.3552,0.1856,3.906,open,0.8428
directloss,laptop/laptop,21.385,158.615,0.9484,2.9644,0.2562,4.123,open,1.0717
directloss,laptop/laptop,25.975,154.025,0.9477,2.3440,0.0525,4.124,open,0.7693
directloss,laptop/laptop,9.498,9.498,0.9388,5.6894,0.2110,0.140,close,0.4611
directloss,laptop/laptop,24.007,155.993,0.9484,3.1369,0.0983,4.118,open,1.2676
directloss,laptop/laptop,33.388,33.388,0.9383,5.3592,0.1798,0.208,close,0.8601
directloss,laptop/laptop,14.500,165.500,0.9483,3.3923,0.1009,4.441,open,1.3397
directloss,laptop/laptop,20.745,159.255,0.9447,2.7106,0.0705,3.845,open,0.7465
directloss,laptop/laptop,10.374,10.374,0.9456,6.9026,0.2488,0.101,close,0.2834
directloss,laptop/laptop,21.109,158.891,0.9467,3.0107,0.0874,3.879,open,0.9185
directloss,laptop/laptop,15.985,164.015,0.9453,2.9904,0.1090,3.387,open,0.1622
directloss,laptop/laptop,16.219,16.219,0.9493,4.2926,0.2714,1.114,close,0.3138
directloss,laptop/laptop,15.464,164.536,0.9463,2.8939,0.1429,3.795,open,0.8012
directloss,laptop/laptop,13.930,166.070,0.9494,3.1871,0.0897,3.913,open,1.3550
directloss,laptop/laptop,3.615,3.615,0.9465,4.8747,0.2161,0.485,close,0.3004
directloss,laptop/laptop,17.205,162.795,0.9468,2.5034,0.0666,3.707,open,0.7424
directloss,laptop/laptop,23.363,156.637,0.9449,2.7740,0.1227,3.760,open,0.8792
directloss,box/box,55.367,124.633,0.9434,1.7529,0.0143,2.465,open,1.6473
directloss,box/box,28.101,151.899,0.9459,1.1616,0.0391,2.400,open,0.5454
directloss,box/box,7.848,7.848,0.9418,3.7537,0.2634,1.799,close,0.3651
directloss,box/box,47.240,132.760,0.9383,0.4327,0.1967,2.486,open,0.2906
directloss,box/box,17.610,17.610,0.9414,6.0469,0.3085,0.355,close,0.4022
directloss,box/box,41.814,138.186,0.9425,1.4876,0.1331,2.631,open,0.8602
directloss,box/box,33.906,33.906,0.9457,4.4603,0.1991,0.754,close,0.5835
directloss,box/box,28.191,151.809,0.9462,1.3474,0.1615,2.417,open,0.8007
directloss,box/box,36.801,143.199,0.9486,1.6348,0.1681,2.734,open,0.4569
directloss,box/box,20.642,159.358,0.9477,1.4848,0.0558,2.293,open,0.5244
directloss,box/box,16.892,16.892,0.9419,5.2225,0.1907,0.525,close,0.5182
directloss,notebook/notebook,59.837,120.163,0.9467,0.9772,0.0671,3.130,open,0.3735
directloss,notebook/notebook,54.655,125.345,0.9455,1.1935,0.1154,3.012,open,0.5588
directloss,notebook/notebook,84.071,95.929,0.9369,0.5866,0.1064,3.224,open,0.2109
directloss,notebook/notebook,67.548,112.452,0.9391,1.3433,0.0860,3.146,open,0.3701
directloss,notebook/notebook,14.618,14.618,0.9503,0.4694,0.0791,2.218,close,0.0726
directloss,notebook/notebook,29.209,150.791,0.9558,1.3972,0.1111,2.475,open,0.7067
directloss,notebook/notebook,54.994,54.994,0.9498,0.3618,0.0865,2.398,close,0.1237
directloss,notebook/notebook,48.960,131.040,0.9490,2.0314,0.0400,3.449,open,0.8104
directloss,notebook/notebook,19.798,19.798,0.9480,3.5855,0.2002,0.101,close,0.2013
directloss,notebook/notebook,48.635,131.365,0.9499,1.1048,0.0077,2.895,open,0.5038
directloss,notebook/notebook,44.576,44.576,0.9516,0.6130,0.1071,1.685,close,0.1921
directloss,notebook/notebook,63.866,116.134,0.9489,1.1389,0.0033,3.318,open,0.3094
directloss,notebook/notebook,67.610,112.390,0.9429,1.1885,0.0098,3.827,open,0.3949
directloss,notebook/notebook,33.486,33.486,0.9489,0.0929,0.0715,2.271,close,0.0412
directloss,notebook/notebook,32.489,147.511,0.9528,2.8325,0.0819,4.053,open,0.9647
directloss,notebook/notebook,53.704,53.704,0.9511,0.3383,0.0789,2.236,close,0.1491
directloss,notebook/notebook,52.190,127.810,0.9556,1.1711,0.0012,3.273,open,0.5643
directloss,notebook/notebook,45.284,45.284,0.9525,2.6954,0.1732,0.147,close,0.5281
directloss,notebook/notebook,30.371,149.629,0.9499,2.8149,0.0895,3.998,open,0.9948
directloss,notebook/notebook,22.275,22.275,0.9530,0.6141,0.0257,2.265,close,0.1616
directloss,phone/phone,68.678,68.678,0.9496,0.7925,0.1231,1.723,close,0.3235
directloss,phone/phone,38.792,141.208,0.9371,2.6761,0.0246,3.660,open,0.9017
directloss,phone/phone,52.932,52.932,0.9459,0.1412,0.0989,2.202,close,0.1138
directloss,phone/phone,25.442,25.442,0.9516,0.6427,0.0015,3.582,open,0.3328
directloss,phone/phone,64.910,64.910,0.9397,0.6509,0.0442,2.066,close,0.2139
directloss,phone/phone,87.992,87.992,0.9497,1.9824,0.0017,3.634,open,0.7694
directloss,phone/phone,61.201,61.201,0.9493,0.2798,0.1191,2.036,close,0.1225
directloss,phone/phone,46.405,46.405,0.9520,1.2269,0.0083,3.419,open,0.6031
directloss,phone/phone,63.901,63.901,0.9417,1.0949,0.1436,2.138,close,0.2815
directloss,phone/phone,62.938,117.062,0.9475,2.0051,0.0086,3.855,open,0.5274
directloss,phone/phone,74.868,105.132,0.9379,1.0805,0.1430,2.059,close,0.3334
directloss,phone/phone,20.522,159.478,0.9476,0.9965,0.0245,2.611,open,0.6025
directloss,phone/phone,51.259,51.259,0.9483,0.6614,0.0630,1.968,close,0.2835
directloss,phone/phone,11.154,168.846,0.9400,2.6237,0.0512,3.650,open,1.0168
directloss,phone/phone,12.115,12.115,0.9398,1.5749,0.0203,1.677,close,0.3352
directloss,phone/phone,10.248,10.248,0.9496,0.7231,0.0539,2.917,open,0.1659
directloss,laptop/laptop,25.620,154.380,0.9440,2.3222,0.0885,3.058,open,0.4905
directloss,laptop/laptop,7.653,7.653,0.9513,4.1142,0.2624,1.169,close,0.3561
directloss,laptop/laptop,31.523,31.523,0.9470,1.0180,0.1579,1.648,close,0.3563
directloss,laptop/laptop,58.636,121.364,0.9435,1.6504,0.1214,3.571,open,0.3512
directloss,laptop/laptop,11.271,11.271,0.9492,3.2694,0.2696,1.295,close,0.3873
directloss,laptop/laptop,4.153,175.847,0.9478,1.3210,0.1702,3.321,open,0.2589
directloss,laptop/laptop,4.956,4.956,0.9495,4.8107,0.2594,1.054,close,0.3221
directloss,laptop/laptop,19.888,160.112,0.9453,2.3246,0.0794,3.451,open,0.7619
directloss,laptop/laptop,12.939,12.939,0.9507,4.2028,0.1804,1.174,close,0.2198
directloss,laptop/laptop,6.248,173.752,0.9459,3.1037,0.2324,3.769,open,1.3865
directloss,laptop/laptop,42.362,137.638,0.9473,3.4026,0.3198,3.662,open,0.5136
directloss,laptop/laptop,39.720,39.720,0.9474,2.2460,0.2599,0.967,close,0.7671
directloss,laptop/laptop,24.005,155.995,0.9424,2.0376,0.0742,3.508,open,0.7688
directloss,laptop/laptop,11.865,11.865,0.9504,5.6446,0.2610,0.623,close,0.4590
directloss,microwave/microwave,36.416,36.416,0.9440,1.5478,0.0159,0.554,open,0.4687
directloss,microwave/microwave,71.351,71.351,0.9506,3.0538,0.1849,0.237,close,0.1774
directloss,microwave/microwave,33.976,33.976,0.9482,1.1355,0.0104,0.739,open,0.3459
directloss,microwave/microwave,79.023,79.023,0.9516,3.0291,0.2038,0.135,close,0.2700
directloss,microwave/microwave,63.563,63.563,0.9452,2.2114,0.0869,0.292,close,0.2658
directloss,microwave/microwave,36.587,36.587,0.9498,1.6429,0.0011,0.451,open,0.6009
directloss,microwave/microwave,46.731,46.731,0.9380,2.4072,0.1174,0.126,close,0.5781
directloss,microwave/microwave,37.478,37.478,0.9506,1.1821,0.0656,0.853,open,0.3288
directloss,microwave/microwave,59.453,59.453,0.9560,3.0075,0.2325,0.131,close,0.2742
directloss,microwave/microwave,26.550,26.550,0.9378,1.1244,0.0427,0.932,open,0.2977
directloss,microwave/microwave,77.292,77.292,0.9539,2.5982,0.2142,0.547,close,0.2870
directloss,microwave/microwave,36.266,36.266,0.9545,1.3502,0.0229,0.704,open,0.4064
directloss,microwave/microwave,60.882,60.882,0.9501,2.9707,0.1747,0.146,close,0.2389
directloss,microwave/microwave,21.484,21.484,0.9306,1.1004,0.0494,0.833,open,0.4861
directloss,microwave/microwave,72.192,72.192,0.9581,3.3954,0.1799,0.146,close,0.1754
directloss,microwave/microwave,3.006,3.006,0.9270,0.5049,0.1365,0.872,open,0.2950
directloss,microwave/microwave,16.617,163.383,0.9402,0.5729,0.2212,0.154,close,3.0946
directloss,microwave/microwave,24.603,24.603,0.9321,0.9804,0.0018,0.412,open,0.9322
directloss,microwave/microwave,45.792,134.208,0.9582,1.8905,0.0144,0.122,close,1.5531
directloss,microwave/microwave,89.461,90.539,0.9546,1.6833,0.0073,0.588,close,0.1233
directloss,microwave/microwave,33.803,33.803,0.9460,1.3767,0.0345,0.555,open,0.4885
directloss,microwave/microwave,63.487,63.487,0.9536,3.0402,0.2138,0.114,close,0.2630
directloss,microwave/microwave,32.157,32.157,0.9569,0.9664,0.0508,1.094,open,0.2361
directloss,microwave/microwave,63.494,63.494,0.9564,2.9067,0.2522,0.157,close,0.3172
directloss,microwave/microwave,22.734,22.734,0.9514,0.9994,0.0416,0.965,open,0.3509
directloss,microwave/microwave,36.749,36.749,0.9544,3.2533,0.1381,0.145,close,0.2352
directloss,microwave/microwave,24.489,24.489,0.9481,1.1409,0.0156,0.907,open,0.3567
directloss,microwave/microwave,45.645,45.645,0.9500,2.2394,0.0972,0.551,close,0.3688
directloss,microwave/microwave,65.816,114.184,0.9554,0.9316,0.0605,1.131,open,0.3535
directloss,microwave/microwave,23.470,156.530,0.9506,0.7541,0.0803,0.334,close,1.6066
directloss,microwave/microwave,59.940,59.940,0.9506,2.5788,0.0785,0.219,close,0.1899
directloss,notebook/notebook,88.322,91.678,0.9456,1.2478,0.1187,2.688,open,0.5975
directloss,notebook/notebook,23.818,23.818,0.9451,0.6089,0.0845,1.306,close,0.4437
directloss,notebook/notebook,57.841,122.159,0.9442,3.2792,0.1680,3.393,open,0.9449
directloss,notebook/notebook,26.268,26.268,0.9376,0.6807,0.1804,1.550,close,0.2195
directloss,notebook/notebook,72.461,107.539,0.9532,1.3925,0.0377,2.381,open,0.3231
directloss,notebook/notebook,24.522,24.522,0.9578,3.0667,0.1707,0.115,close,0.6365
directloss,notebook/notebook,62.733,62.733,0.9480,2.6113,0.2366,3.565,open,0.6678
directloss,notebook/notebook,27.570,152.430,0.9515,2.4560,0.1349,3.462,open,0.8730
directloss,notebook/notebook,33.064,33.064,0.9450,2.5711,0.1465,0.600,close,0.4381
directloss,notebook/notebook,66.291,113.709,0.9493,3.5184,0.1568,3.979,open,1.1549
