model,idx,key,gt_type,pred_type,p_rev,axis_signed_deg,axis_unsigned_deg,origin_line_err_m,origin_qstar_err_m,point3d_err_m,point2d_err_frac,mask_iou,z_p_m,radius_m
attnpool,2671,455342/44358472/46651.691/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,1,0.8294,92.5454,87.4546,nan,nan,0.1135,0.0045,0.5660,1.7407,0.1232
dense_seed7,2672,455342/44358472/46651.791/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0492,3.7459,3.7459,nan,nan,0.0597,0.0081,0.6425,1.6030,0.1911
h1anchor,2672,455342/44358472/46651.791/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0530,5.4108,5.4108,nan,nan,0.0563,0.0038,0.6273,1.5988,0.4408
query,2672,455342/44358472/46651.791/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0604,3.2127,3.2127,nan,nan,0.1345,0.0039,0.7136,1.6767,0.2813
attnpool,2672,455342/44358472/46651.791/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0602,5.0152,5.0152,nan,nan,0.0614,0.0138,0.6606,1.6039,0.3221
dense_seed7,2673,455342/44358472/46651.791/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0553,11.3309,11.3309,nan,nan,0.8840,0.2293,0.0147,2.5152,0.5982
h1anchor,2673,455342/44358472/46651.791/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0617,20.0224,20.0224,nan,nan,0.0766,0.0432,0.2713,1.7009,0.5998
query,2673,455342/44358472/46651.791/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0537,18.4063,18.4063,nan,nan,0.8925,0.4329,0.1083,2.0942,0.1252
attnpool,2673,455342/44358472/46651.791/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0618,31.7243,31.7243,nan,nan,0.7886,0.4176,0.0000,1.9355,0.2794
dense_seed7,2674,455342/44358472/46651.791/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.0757,3.2805,3.2805,nan,nan,0.3630,0.0113,0.4189,1.3099,0.1087
h1anchor,2674,455342/44358472/46651.791/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,1,0.8425,117.9760,62.0240,nan,nan,0.3428,0.0638,0.2862,1.3331,0.0845
query,2674,455342/44358472/46651.791/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.4416,24.0632,24.0632,nan,nan,0.0509,0.0180,0.0400,1.6063,0.3147
attnpool,2674,455342/44358472/46651.791/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,1,0.8075,92.0847,87.9153,nan,nan,0.2203,0.0245,0.0210,1.8538,0.1519
dense_seed7,2675,455342/44358472/46651.891/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0504,5.1729,5.1729,nan,nan,0.1234,0.0054,0.7359,1.6465,0.1693
h1anchor,2675,455342/44358472/46651.891/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0534,4.4366,4.4366,nan,nan,0.1431,0.0055,0.7057,1.6681,0.4779
query,2675,455342/44358472/46651.891/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0594,3.3892,3.3892,nan,nan,0.2178,0.0020,0.7556,1.7414,0.2137
attnpool,2675,455342/44358472/46651.891/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0597,4.3268,4.3268,nan,nan,0.0728,0.0104,0.7446,1.5986,0.3211
dense_seed7,2676,455342/44358472/46651.891/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0531,9.3613,9.3613,nan,nan,0.9159,0.2823,0.0948,2.4880,0.4502
h1anchor,2676,455342/44358472/46651.891/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0630,18.7924,18.7924,nan,nan,0.4007,0.2103,0.0824,1.8836,0.5297
query,2676,455342/44358472/46651.891/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0512,16.6796,16.6796,nan,nan,0.8907,0.4560,0.0478,1.9896,0.1463
attnpool,2676,455342/44358472/46651.891/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0589,32.0328,32.0328,nan,nan,0.4962,0.1707,0.1817,2.1284,0.1963
dense_seed7,2677,455342/44358472/46651.891/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.0730,4.8051,4.8051,nan,nan,0.2335,0.0305,0.4010,1.4321,0.1221
h1anchor,2677,455342/44358472/46651.891/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,1,0.7767,131.9842,48.0158,nan,nan,0.2106,0.0345,0.0770,1.4652,0.2102
query,2677,455342/44358472/46651.891/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.3850,19.2452,19.2452,nan,nan,0.0809,0.0266,0.0000,1.5787,0.3195
attnpool,2677,455342/44358472/46651.891/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,1,0.7876,86.1840,86.1840,nan,nan,0.1864,0.0274,0.0000,1.8210,0.1000
dense_seed7,2678,455342/44358472/46651.991/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0489,4.5609,4.5609,nan,nan,0.1391,0.0038,0.7466,1.6405,0.1246
h1anchor,2678,455342/44358472/46651.991/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0556,3.7849,3.7849,nan,nan,0.0672,0.0098,0.7398,1.5688,0.4470
query,2678,455342/44358472/46651.991/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0591,2.7410,2.7410,nan,nan,0.2206,0.0037,0.7727,1.7215,0.1806
attnpool,2678,455342/44358472/46651.991/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0585,3.9151,3.9151,nan,nan,0.1393,0.0117,0.7543,1.6422,0.2720
dense_seed7,2679,455342/44358472/46651.991/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0544,7.3738,7.3738,nan,nan,0.8831,0.2160,0.1538,2.5200,0.4979
h1anchor,2679,455342/44358472/46651.991/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0633,18.7659,18.7659,nan,nan,0.2746,0.1450,0.0459,1.8169,0.5669
query,2679,455342/44358472/46651.991/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0536,17.4311,17.4311,nan,nan,0.9638,0.4945,0.0000,1.9824,0.0802
attnpool,2679,455342/44358472/46651.991/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0607,28.8121,28.8121,nan,nan,0.6661,0.2553,0.0000,2.2221,0.1130
dense_seed7,2680,455342/44358472/46651.991/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.6036,90.2489,89.7511,nan,nan,0.1653,0.1353,0.0000,1.2866,0.3716
h1anchor,2680,455342/44358472/46651.991/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8607,93.4397,86.5603,nan,nan,0.1857,0.0663,0.3979,1.0958,0.0834
query,2680,455342/44358472/46651.991/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.7787,89.7700,89.7700,nan,nan,0.1848,0.0923,0.0977,1.3928,0.4025
attnpool,2680,455342/44358472/46651.991/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8500,88.2045,88.2045,nan,nan,0.2832,0.1067,0.4553,1.4923,0.0811
dense_seed7,2681,455342/44358472/46651.991/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.0752,3.5997,3.5997,nan,nan,0.3517,0.1193,0.2973,1.3286,0.1400
h1anchor,2681,455342/44358472/46651.991/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,1,0.8148,126.7852,53.2148,nan,nan,0.3835,0.0994,0.1372,1.2894,0.2160
query,2681,455342/44358472/46651.991/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.3912,17.5363,17.5363,nan,nan,0.1339,0.0800,0.0000,1.6566,0.3145
attnpool,2681,455342/44358472/46651.991/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,1,0.7698,89.8043,89.8043,nan,nan,0.2349,0.0804,0.0040,1.8019,0.1698
dense_seed7,2682,455342/44358472/46652.091/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0478,3.7712,3.7712,nan,nan,0.2461,0.0070,0.7606,1.7117,0.1554
h1anchor,2682,455342/44358472/46652.091/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0521,3.1828,3.1828,nan,nan,0.1638,0.0110,0.7012,1.6321,0.4995
query,2682,455342/44358472/46652.091/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0583,2.9473,2.9473,nan,nan,0.2512,0.0056,0.8119,1.7158,0.2991
attnpool,2682,455342/44358472/46652.091/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0586,2.9267,2.9267,nan,nan,0.1812,0.0107,0.7452,1.6485,0.2866
dense_seed7,2683,455342/44358472/46652.091/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0552,4.3032,4.3032,nan,nan,1.0372,0.3350,0.0000,2.5364,0.5892
h1anchor,2683,455342/44358472/46652.091/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0628,16.8835,16.8835,nan,nan,0.8101,0.4484,0.0000,1.8156,0.2997
query,2683,455342/44358472/46652.091/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0539,16.3376,16.3376,nan,nan,0.9937,0.5124,0.0000,1.9703,0.1186
attnpool,2683,455342/44358472/46652.091/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0610,28.8888,28.8888,nan,nan,0.7186,0.3259,0.0000,2.1327,0.1459
dense_seed7,2684,455342/44358472/46652.091/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8038,88.8203,88.8203,nan,nan,0.0304,0.0227,0.5275,1.2548,0.3896
h1anchor,2684,455342/44358472/46652.091/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8208,91.4952,88.5048,nan,nan,0.0890,0.0282,0.5815,1.1671,0.2003
query,2684,455342/44358472/46652.091/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.7644,89.2345,89.2345,nan,nan,0.0385,0.0244,0.5472,1.2631,0.3046
attnpool,2684,455342/44358472/46652.091/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8177,87.3195,87.3195,nan,nan,0.0908,0.0278,0.5591,1.3171,0.1999
dense_seed7,2685,455342/44358472/46652.091/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.0825,1.7952,1.7952,nan,nan,0.5795,0.2176,0.2189,1.1136,0.0869
h1anchor,2685,455342/44358472/46652.091/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,1,0.7464,96.3854,83.6146,nan,nan,0.4961,0.1994,0.0890,1.2046,0.0629
query,2685,455342/44358472/46652.091/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.3566,12.9538,12.9538,nan,nan,0.2878,0.1655,0.2277,1.4932,0.3192
attnpool,2685,455342/44358472/46652.091/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,1,0.7410,91.3486,88.6514,nan,nan,0.3233,0.1949,0.0000,1.5335,0.1768
dense_seed7,2686,455342/44358472/46652.191/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0461,2.6788,2.6788,nan,nan,0.2010,0.0073,0.7215,1.6150,0.1904
h1anchor,2686,455342/44358472/46652.191/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0543,2.2369,2.2369,nan,nan,0.0781,0.0101,0.7681,1.4973,0.4244
query,2686,455342/44358472/46652.191/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0560,1.8692,1.8692,nan,nan,0.2163,0.0044,0.7739,1.6289,0.3048
attnpool,2686,455342/44358472/46652.191/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0565,2.0266,2.0266,nan,nan,0.1422,0.0239,0.7197,1.5609,0.3094
dense_seed7,2687,455342/44358472/46652.191/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0469,3.9224,3.9224,nan,nan,0.7669,0.1079,0.3953,2.4281,0.4594
h1anchor,2687,455342/44358472/46652.191/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0614,16.1349,16.1349,nan,nan,0.3361,0.1523,0.1151,1.8977,0.5300
query,2687,455342/44358472/46652.191/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0527,15.6477,15.6477,nan,nan,1.0138,0.5194,0.0000,1.9816,0.1472
attnpool,2687,455342/44358472/46652.191/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0568,25.2530,25.2530,nan,nan,0.4953,0.0526,0.1767,2.1575,0.3593
dense_seed7,2688,455342/44358472/46652.191/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.9208,89.8652,89.8652,nan,nan,0.0300,0.0231,0.6179,1.2532,0.3587
h1anchor,2688,455342/44358472/46652.191/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8431,89.6297,89.6297,nan,nan,0.0508,0.0306,0.6033,1.2129,0.2650
query,2688,455342/44358472/46652.191/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8160,90.2119,89.7881,nan,nan,0.0402,0.0273,0.6182,1.2664,0.3226
attnpool,2688,455342/44358472/46652.191/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8709,87.3238,87.3238,nan,nan,0.0758,0.0215,0.6628,1.3090,0.2695
dense_seed7,2689,455342/44358472/46652.191/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.1445,2.3875,2.3875,nan,nan,0.5863,0.2121,0.0443,1.1054,0.0597
h1anchor,2689,455342/44358472/46652.191/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,1,0.7538,100.2665,79.7335,nan,nan,0.2723,0.0876,0.1514,1.4016,0.3764
query,2689,455342/44358472/46652.191/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.4142,12.5017,12.5017,nan,nan,0.3647,0.1931,0.0000,1.4101,0.1695
attnpool,2689,455342/44358472/46652.191/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,1,0.8293,114.0590,65.9410,nan,nan,0.2484,0.1243,0.0000,1.7219,0.3592
dense_seed7,2690,455342/44358472/46652.291/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0441,1.6006,1.6006,nan,nan,0.2845,0.0135,0.6951,1.6360,0.1854
h1anchor,2690,455342/44358472/46652.291/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0574,1.1948,1.1948,nan,nan,0.1110,0.0089,0.7253,1.4708,0.4226
query,2690,455342/44358472/46652.291/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0550,0.6284,0.6284,nan,nan,0.2211,0.0070,0.6406,1.5714,0.3628
attnpool,2690,455342/44358472/46652.291/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0544,1.5298,1.5298,nan,nan,0.2949,0.0122,0.7141,1.6427,0.2926
dense_seed7,2691,455342/44358472/46652.291/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0461,1.7886,1.7886,nan,nan,0.9513,0.0916,0.2365,2.5909,0.4501
h1anchor,2691,455342/44358472/46652.291/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0647,18.0399,18.0399,nan,nan,0.2805,0.0475,0.1939,1.9237,0.6120
query,2691,455342/44358472/46652.291/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0514,15.4537,15.4537,nan,nan,0.8901,0.4022,0.0842,2.1261,0.4562
attnpool,2691,455342/44358472/46652.291/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0534,25.8566,25.8566,nan,nan,0.4188,0.0526,0.1988,2.0648,0.4159
dense_seed7,2692,455342/44358472/46652.291/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.9179,85.7919,85.7919,nan,nan,0.0699,0.0214,0.7351,1.3085,0.3425
h1anchor,2692,455342/44358472/46652.291/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8042,87.7579,87.7579,nan,nan,0.0244,0.0129,0.6448,1.2300,0.2603
query,2692,455342/44358472/46652.291/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.7967,88.8115,88.8115,nan,nan,0.1286,0.0220,0.6862,1.3686,0.3490
attnpool,2692,455342/44358472/46652.291/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8687,84.1287,84.1287,nan,nan,0.1656,0.0186,0.6994,1.4042,0.3245
dense_seed7,2693,455342/44358472/46652.291/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.1610,4.0787,4.0787,nan,nan,0.4276,0.1749,0.1739,1.2826,0.0180
h1anchor,2693,455342/44358472/46652.291/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,1,0.7063,92.9745,87.0255,nan,nan,0.3299,0.1356,0.2046,1.3714,0.3366
query,2693,455342/44358472/46652.291/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.3537,11.5684,11.5684,nan,nan,0.3482,0.1971,0.0586,1.5010,0.1249
attnpool,2693,455342/44358472/46652.291/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,1,0.8080,100.9623,79.0377,nan,nan,0.4663,0.0102,0.0947,2.0947,0.7304
dense_seed7,2694,455342/44358472/46652.391/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0436,1.2848,1.2848,nan,nan,0.2134,0.0227,0.6835,1.4998,0.1481
h1anchor,2694,455342/44358472/46652.391/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0625,1.1737,1.1737,nan,nan,0.0484,0.0162,0.7468,1.2601,0.3669
query,2694,455342/44358472/46652.391/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0554,1.8120,1.8120,nan,nan,0.1060,0.0164,0.6592,1.3991,0.1727
attnpool,2694,455342/44358472/46652.391/5fe5cb6d-cd6d-4084-9fe3-fe6e78ffc550,0,0,0.0525,1.1820,1.1820,nan,nan,0.1381,0.0186,0.6966,1.4274,0.2619
dense_seed7,2695,455342/44358472/46652.391/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0478,1.1414,1.1414,nan,nan,1.0222,0.0458,0.5475,2.6375,0.5619
h1anchor,2695,455342/44358472/46652.391/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0627,16.6378,16.6378,nan,nan,0.2482,0.0225,0.2797,1.8805,0.5696
query,2695,455342/44358472/46652.391/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0509,15.9680,15.9680,nan,nan,0.7924,0.2935,0.1224,2.1895,0.6230
attnpool,2695,455342/44358472/46652.391/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0490,26.7707,26.7707,nan,nan,0.3951,0.0376,0.1733,2.0229,0.3381
dense_seed7,2696,455342/44358472/46652.391/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.9345,85.9311,85.9311,nan,nan,0.0612,0.0287,0.6915,1.3113,0.3630
h1anchor,2696,455342/44358472/46652.391/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8471,86.3290,86.3290,nan,nan,0.0288,0.0054,0.7882,1.2307,0.2439
query,2696,455342/44358472/46652.391/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8056,88.9654,88.9654,nan,nan,0.2238,0.0233,0.7016,1.4780,0.3817
attnpool,2696,455342/44358472/46652.391/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8802,83.6909,83.6909,nan,nan,0.2237,0.0155,0.7128,1.4787,0.3794
dense_seed7,2697,455342/44358472/46652.391/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.3140,7.6094,7.6094,nan,nan,0.4277,0.1726,0.1108,1.2927,0.0504
h1anchor,2697,455342/44358472/46652.391/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,1,0.7543,104.4307,75.5693,nan,nan,0.1923,0.0959,0.0889,1.5067,0.3469
query,2697,455342/44358472/46652.391/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.3767,14.0875,14.0875,nan,nan,0.3147,0.1369,0.0750,1.7992,0.2626
attnpool,2697,455342/44358472/46652.391/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,1,0.7955,107.8093,72.1907,nan,nan,0.5123,0.0296,0.1719,2.1154,0.6167
dense_seed7,2698,455342/44358472/46652.491/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0479,2.9972,2.9972,nan,nan,1.0475,0.0193,0.4594,2.6062,0.5748
h1anchor,2698,455342/44358472/46652.491/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0577,20.0097,20.0097,nan,nan,0.5232,0.0083,0.3765,2.1030,0.5879
query,2698,455342/44358472/46652.491/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0519,15.0128,15.0128,nan,nan,0.6431,0.0132,0.5332,2.2139,0.5230
attnpool,2698,455342/44358472/46652.491/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0480,19.9387,19.9387,nan,nan,0.7070,0.0047,0.4217,2.2812,0.3201
dense_seed7,2699,455342/44358472/46652.491/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.9292,84.2009,84.2009,nan,nan,0.0581,0.0150,0.6994,1.3179,0.3465
h1anchor,2699,455342/44358472/46652.491/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8243,84.2784,84.2784,nan,nan,0.0424,0.0048,0.7493,1.2211,0.2475
query,2699,455342/44358472/46652.491/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.7721,88.4094,88.4094,nan,nan,0.3033,0.0186,0.8011,1.5657,0.4240
attnpool,2699,455342/44358472/46652.491/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8794,82.2751,82.2751,nan,nan,0.1969,0.0237,0.7237,1.4583,0.3623
dense_seed7,2700,455342/44358472/46652.491/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.3123,7.6664,7.6664,nan,nan,0.5038,0.2130,0.0000,1.2382,0.0470
h1anchor,2700,455342/44358472/46652.491/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,1,0.7154,110.0359,69.9641,nan,nan,0.0524,0.0219,0.0000,1.6132,0.1335
query,2700,455342/44358472/46652.491/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.3429,11.7105,11.7105,nan,nan,0.4006,0.0226,0.0680,1.9827,0.1458
attnpool,2700,455342/44358472/46652.491/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,1,0.8231,101.0827,78.9173,nan,nan,0.5515,0.0588,0.0000,2.0839,0.1526
dense_seed7,2701,455342/44358472/46652.591/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0489,2.4124,2.4124,nan,nan,1.1044,0.0199,0.4202,2.6128,0.6987
h1anchor,2701,455342/44358472/46652.591/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0605,20.7191,20.7191,nan,nan,0.5006,0.0090,0.5443,2.0450,0.7409
query,2701,455342/44358472/46652.591/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0528,16.1903,16.1903,nan,nan,0.7758,0.0147,0.4929,2.2936,0.3847
attnpool,2701,455342/44358472/46652.591/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0499,15.0355,15.0355,nan,nan,0.9441,0.0029,0.4043,2.4615,0.1680
dense_seed7,2702,455342/44358472/46652.591/ac4a3fbd-ba4c-499a-863a-23ce59e7a5be,0,1,0.9148,81.5855,81.5855,nan,nan,0.3063,0.1550,0.0000,1.9786,0.1497
h1anchor,2702,455342/44358472/46652.591/ac4a3fbd-ba4c-499a-863a-23ce59e7a5be,0,1,0.7850,79.9123,79.9123,nan,nan,0.2967,0.0738,0.3435,1.6433,0.2238
query,2702,455342/44358472/46652.591/ac4a3fbd-ba4c-499a-863a-23ce59e7a5be,0,1,0.6923,84.5165,84.5165,nan,nan,0.1964,0.0943,0.2802,1.9625,0.2357
attnpool,2702,455342/44358472/46652.591/ac4a3fbd-ba4c-499a-863a-23ce59e7a5be,0,1,0.7825,91.0926,88.9074,nan,nan,0.2306,0.0641,0.1782,2.0702,0.1432
dense_seed7,2703,455342/44358472/46652.591/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.9235,81.6309,81.6309,nan,nan,0.0652,0.0294,0.6372,1.3197,0.3693
h1anchor,2703,455342/44358472/46652.591/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8111,84.3220,84.3220,nan,nan,0.0325,0.0169,0.7515,1.2916,0.2472
query,2703,455342/44358472/46652.591/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8077,88.5275,88.5275,nan,nan,0.3702,0.0360,0.5748,1.6305,0.4614
attnpool,2703,455342/44358472/46652.591/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8780,80.6538,80.6538,nan,nan,0.1784,0.0220,0.6973,1.4417,0.3527
dense_seed7,2704,455342/44358472/46652.591/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.2209,8.8771,8.8771,nan,nan,0.4519,0.1849,0.0000,1.2695,0.1033
h1anchor,2704,455342/44358472/46652.591/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,1,0.6980,99.6674,80.3326,nan,nan,0.0486,0.0337,0.0000,1.5594,0.1276
query,2704,455342/44358472/46652.591/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.4344,9.5226,9.5226,nan,nan,0.3875,0.0196,0.2532,1.9408,0.1733
attnpool,2704,455342/44358472/46652.591/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,1,0.8301,78.1105,78.1105,nan,nan,0.4779,0.0324,0.0000,1.9927,0.7909
dense_seed7,2705,455342/44358472/46652.690/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0492,5.2288,5.2288,nan,nan,1.0110,0.0063,0.4667,2.4422,0.5934
h1anchor,2705,455342/44358472/46652.690/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0498,12.0173,12.0173,nan,nan,0.5560,0.0023,0.4866,2.0337,0.9821
query,2705,455342/44358472/46652.690/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0521,13.7167,13.7167,nan,nan,0.7077,0.0168,0.4419,2.1570,0.2315
attnpool,2705,455342/44358472/46652.690/65b9b8eb-e554-437e-8475-95ff4a585906,0,0,0.0455,14.3367,14.3367,nan,nan,0.7233,0.0082,0.3800,2.1815,0.1633
dense_seed7,2706,455342/44358472/46652.690/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.9068,82.6216,82.6216,nan,nan,0.0481,0.0198,0.6868,1.2969,0.3135
h1anchor,2706,455342/44358472/46652.690/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8071,82.4981,82.4981,nan,nan,0.0608,0.0097,0.7562,1.3133,0.2396
query,2706,455342/44358472/46652.690/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.7348,85.4548,85.4548,nan,nan,0.3415,0.0246,0.7428,1.5879,0.4533
attnpool,2706,455342/44358472/46652.690/b52141d8-74fa-4507-b952-5e8c2ad9262b,0,1,0.8165,79.7057,79.7057,nan,nan,0.1492,0.0214,0.7147,1.3994,0.3370
dense_seed7,2707,455342/44358472/46652.690/e7fcd6f5-5401-4290-bdec-3836af8bab4c,0,0,0.1707,9.1743,9.1743,nan,nan,0.4485,0.2014,0.0000,1.2816,0.0200
