model,source,key,gt_type,p_rev,type_ok,point_err,end_err,disp_err,gt_len,mask_iou
dense,arctic,s06_notebook/notebook_use_02_s05_f00311,1,0.9471,1,0.10952,0.12924,0.02072,0.10667,0.1228
sf3d_only,arctic,s06_notebook/notebook_use_02_s06_f00330,1,0.1707,0,0.20965,0.41035,0.56407,0.08392,0.0000
noproj,arctic,s06_notebook/notebook_use_02_s06_f00330,1,0.9506,1,0.02626,0.30426,0.30127,0.08392,0.9271
dense,arctic,s06_notebook/notebook_use_02_s06_f00330,1,0.9632,1,0.18870,0.19093,0.02332,0.08392,0.7912
sf3d_only,arctic,s06_notebook/notebook_use_02_s07_f00402,1,0.3867,0,0.12937,0.26646,0.39582,0.07636,0.0000
noproj,arctic,s06_notebook/notebook_use_02_s07_f00402,1,0.9482,1,0.14808,0.35976,0.27405,0.07636,0.9007
dense,arctic,s06_notebook/notebook_use_02_s07_f00402,1,0.9401,1,0.20461,0.11609,0.10831,0.07636,0.8422
sf3d_only,arctic,s06_notebook/notebook_use_02_s08_f00465,1,0.1774,0,0.18833,0.20877,0.38170,0.20512,0.0000
noproj,arctic,s06_notebook/notebook_use_02_s08_f00465,1,0.9488,1,0.02074,0.20548,0.20950,0.20512,0.8951
dense,arctic,s06_notebook/notebook_use_02_s08_f00465,1,0.9603,1,0.07456,0.15734,0.10474,0.20512,0.7907
sf3d_only,arctic,s06_phone/phone_use_01_s00_f00071,1,0.0527,0,0.03251,0.18629,0.21676,0.08592,0.0000
noproj,arctic,s06_phone/phone_use_01_s00_f00071,1,0.9374,1,0.10517,0.32226,0.34748,0.08592,0.7899
dense,arctic,s06_phone/phone_use_01_s00_f00071,1,0.8966,1,0.13169,0.09489,0.15373,0.08592,0.7843
sf3d_only,arctic,s06_phone/phone_use_01_s01_f00115,1,0.1575,0,0.32432,0.21688,0.34325,0.39361,0.0268
noproj,arctic,s06_phone/phone_use_01_s01_f00115,1,0.9566,1,0.17854,0.05761,0.22967,0.39361,0.8482
dense,arctic,s06_phone/phone_use_01_s01_f00115,1,0.9323,1,0.04133,0.13517,0.12930,0.39361,0.7733
sf3d_only,arctic,s06_phone/phone_use_01_s02_f00153,1,0.0565,0,0.05758,0.16715,0.22196,0.11540,0.0000
noproj,arctic,s06_phone/phone_use_01_s02_f00153,1,0.9448,1,0.21211,0.38699,0.26597,0.11540,0.7963
dense,arctic,s06_phone/phone_use_01_s02_f00153,1,0.9163,1,0.06804,0.20657,0.20496,0.11540,0.7976
sf3d_only,arctic,s06_phone/phone_use_01_s03_f00207,1,0.3659,0,0.14102,0.26909,0.27667,0.36566,0.0000
noproj,arctic,s06_phone/phone_use_01_s03_f00207,1,0.9532,1,0.19384,0.10365,0.13289,0.36566,0.2251
dense,arctic,s06_phone/phone_use_01_s03_f00207,1,0.9513,1,0.06675,0.13693,0.07491,0.36566,0.4563
sf3d_only,arctic,s06_phone/phone_use_01_s04_f00360,1,0.0489,0,0.02154,0.11218,0.13088,0.02716,0.0000
noproj,arctic,s06_phone/phone_use_01_s04_f00360,1,0.9306,1,0.11692,0.15888,0.21526,0.02716,0.8556
dense,arctic,s06_phone/phone_use_01_s04_f00360,1,0.7832,1,0.19069,0.11747,0.10160,0.02716,0.7209
sf3d_only,arctic,s06_phone/phone_use_01_s05_f00458,1,0.3490,0,0.16040,0.27195,0.30740,0.20858,0.0000
noproj,arctic,s06_phone/phone_use_01_s05_f00458,1,0.9484,1,0.12630,0.05782,0.09402,0.20858,0.4031
dense,arctic,s06_phone/phone_use_01_s05_f00458,1,0.9511,1,0.07282,0.11627,0.05408,0.20858,0.4446
sf3d_only,arctic,s06_phone/phone_use_01_s06_f00595,1,0.0568,0,0.02920,0.18490,0.20644,0.08399,0.0000
noproj,arctic,s06_phone/phone_use_01_s06_f00595,1,0.9434,1,0.10020,0.27018,0.25119,0.08399,0.7845
dense,arctic,s06_phone/phone_use_01_s06_f00595,1,0.8996,1,0.15271,0.24086,0.13599,0.08399,0.5453
sf3d_only,arctic,s06_phone/phone_use_01_s07_f00660,1,0.1155,0,0.08331,0.41377,0.48979,0.31876,0.0000
noproj,arctic,s06_phone/phone_use_01_s07_f00660,1,0.9466,1,0.16545,0.15184,0.20622,0.31876,0.1857
dense,arctic,s06_phone/phone_use_01_s07_f00660,1,0.9396,1,0.10912,0.27711,0.19165,0.31876,0.1365
sf3d_only,arctic,s06_phone/phone_use_02_s00_f00071,1,0.0664,0,0.23181,0.12958,0.13649,0.21518,0.0000
noproj,arctic,s06_phone/phone_use_02_s00_f00071,1,0.9488,1,0.01788,0.20418,0.22204,0.21518,0.7926
dense,arctic,s06_phone/phone_use_02_s00_f00071,1,0.9662,1,0.00631,0.03689,0.04238,0.21518,0.5769
sf3d_only,arctic,s06_phone/phone_use_02_s01_f00104,1,0.2801,0,0.14259,0.36424,0.33078,0.22323,0.0000
noproj,arctic,s06_phone/phone_use_02_s01_f00104,1,0.9510,1,0.02246,0.01727,0.00863,0.22323,0.6154
dense,arctic,s06_phone/phone_use_02_s01_f00104,1,0.9466,1,0.01435,0.13933,0.14557,0.22323,0.5449
sf3d_only,arctic,s06_phone/phone_use_02_s02_f00159,1,0.0631,0,0.33829,0.24604,0.14785,0.32937,0.0000
noproj,arctic,s06_phone/phone_use_02_s02_f00159,1,0.9480,1,0.02381,0.17785,0.18070,0.32937,0.7539
dense,arctic,s06_phone/phone_use_02_s02_f00159,1,0.9475,1,0.01631,0.11893,0.11096,0.32937,0.2579
sf3d_only,arctic,s06_phone/phone_use_02_s03_f00228,1,0.2180,0,0.14350,0.43892,0.33312,0.24915,0.0000
noproj,arctic,s06_phone/phone_use_02_s03_f00228,1,0.9497,1,0.01564,0.06725,0.07281,0.24915,0.6528
dense,arctic,s06_phone/phone_use_02_s03_f00228,1,0.9412,1,0.02672,0.10837,0.13494,0.24915,0.5245
sf3d_only,arctic,s06_phone/phone_use_02_s04_f00254,1,0.0445,0,0.30355,0.48065,0.17742,0.10602,0.0000
noproj,arctic,s06_phone/phone_use_02_s04_f00254,1,0.9452,1,0.01060,0.14828,0.14271,0.10602,0.8117
dense,arctic,s06_phone/phone_use_02_s04_f00254,1,0.9492,1,0.00982,0.19374,0.19454,0.10602,0.5535
sf3d_only,arctic,s06_phone/phone_use_02_s05_f00312,1,0.3333,0,0.15360,0.53020,0.41081,0.25362,0.0000
noproj,arctic,s06_phone/phone_use_02_s05_f00312,1,0.9498,1,0.01314,0.17348,0.17114,0.25362,0.7753
dense,arctic,s06_phone/phone_use_02_s05_f00312,1,0.9433,1,0.02996,0.11091,0.13891,0.25362,0.6155
sf3d_only,arctic,s06_phone/phone_use_02_s06_f00499,1,0.0515,0,0.33585,0.36273,0.10515,0.31597,0.0000
noproj,arctic,s06_phone/phone_use_02_s06_f00499,1,0.9459,1,0.01945,0.17185,0.18422,0.31597,0.7609
dense,arctic,s06_phone/phone_use_02_s06_f00499,1,0.9621,1,0.04012,0.16946,0.20844,0.31597,0.4526
sf3d_only,arctic,s06_phone/phone_use_02_s07_f00579,1,0.1747,0,0.08125,0.32281,0.33010,0.35222,0.0000
noproj,arctic,s06_phone/phone_use_02_s07_f00579,1,0.9509,1,0.13451,0.20616,0.15557,0.35222,0.0432
dense,arctic,s06_phone/phone_use_02_s07_f00579,1,0.9314,1,0.12767,0.25844,0.13993,0.35222,0.2177
sf3d_only,arctic,s07_laptop/laptop_use_01_s00_f00043,1,0.4513,0,0.31349,0.47055,0.58316,0.98701,0.0000
noproj,arctic,s07_laptop/laptop_use_01_s00_f00043,1,0.9471,1,0.03703,0.21594,0.19771,0.98701,0.8886
dense,arctic,s07_laptop/laptop_use_01_s00_f00043,1,0.9462,1,0.02964,0.25551,0.27380,0.98701,0.8275
sf3d_only,arctic,s07_laptop/laptop_use_01_s01_f00198,1,0.0882,0,0.52605,0.65565,0.29204,0.60818,0.0000
noproj,arctic,s07_laptop/laptop_use_01_s01_f00198,1,0.9456,1,0.03232,0.43160,0.45836,0.60818,0.9030
dense,arctic,s07_laptop/laptop_use_01_s01_f00198,1,0.9564,1,0.01840,0.30334,0.29453,0.60818,0.7616
sf3d_only,arctic,s07_laptop/laptop_use_01_s02_f00240,1,0.5909,1,0.10090,0.31877,0.24925,0.07212,0.0004
noproj,arctic,s07_laptop/laptop_use_01_s02_f00240,1,0.9468,1,0.04059,0.32552,0.30278,0.07212,0.8110
dense,arctic,s07_laptop/laptop_use_01_s02_f00240,1,0.9580,1,0.07742,0.44047,0.37385,0.07212,0.6450
sf3d_only,arctic,s07_laptop/laptop_use_01_s03_f00306,1,0.1247,0,0.11816,0.64919,0.70970,0.72967,0.0000
noproj,arctic,s07_laptop/laptop_use_01_s03_f00306,1,0.9457,1,0.01238,0.35509,0.35391,0.72967,0.4944
dense,arctic,s07_laptop/laptop_use_01_s03_f00306,1,0.9443,1,0.01696,0.39602,0.39969,0.72967,0.1396
sf3d_only,arctic,s07_laptop/laptop_use_01_s04_f00552,1,0.0855,0,0.57609,0.58635,0.23881,0.17527,0.0000
noproj,arctic,s07_laptop/laptop_use_01_s04_f00552,1,0.9541,1,0.03931,0.23856,0.27382,0.17527,0.6397
dense,arctic,s07_laptop/laptop_use_01_s04_f00552,1,0.9483,1,0.03375,0.30375,0.27088,0.17527,0.7456
sf3d_only,arctic,s07_laptop/laptop_use_01_s05_f00590,1,0.2893,0,0.41799,0.52388,0.19425,0.02612,0.0019
noproj,arctic,s07_laptop/laptop_use_01_s05_f00590,1,0.9494,1,0.02242,0.19868,0.21614,0.02612,0.8846
dense,arctic,s07_laptop/laptop_use_01_s05_f00590,1,0.9495,1,0.02079,0.28835,0.30812,0.02612,0.8208
sf3d_only,arctic,s07_laptop/laptop_use_01_s06_f00705,1,0.0926,0,0.49151,0.36367,0.32132,0.65505,0.0000
noproj,arctic,s07_laptop/laptop_use_01_s06_f00705,1,0.9464,1,0.02205,0.74997,0.77137,0.65505,0.8840
dense,arctic,s07_laptop/laptop_use_01_s06_f00705,1,0.9569,1,0.00970,0.16192,0.16182,0.65505,0.6584
sf3d_only,arctic,s07_laptop/laptop_use_02_s00_f00040,1,0.4135,0,0.33491,0.30121,0.43547,0.97642,0.0000
noproj,arctic,s07_laptop/laptop_use_02_s00_f00040,1,0.9450,1,0.28549,0.14785,0.18054,0.97642,0.9159
dense,arctic,s07_laptop/laptop_use_02_s00_f00040,1,0.9465,1,0.09105,0.38026,0.41672,0.97642,0.7718
sf3d_only,arctic,s07_laptop/laptop_use_02_s01_f00126,1,0.1783,0,0.49226,0.38301,0.37544,0.39089,0.0000
noproj,arctic,s07_laptop/laptop_use_02_s01_f00126,1,0.9506,1,0.01986,0.26933,0.28897,0.39089,0.8504
dense,arctic,s07_laptop/laptop_use_02_s01_f00126,1,0.9508,1,0.00910,0.37299,0.38197,0.39089,0.7961
sf3d_only,arctic,s07_laptop/laptop_use_02_s02_f00234,1,0.2855,0,0.18750,1.16422,1.34827,1.36356,0.0046
noproj,arctic,s07_laptop/laptop_use_02_s02_f00234,1,0.9481,1,0.02622,0.71041,0.73653,1.36356,0.7490
dense,arctic,s07_laptop/laptop_use_02_s02_f00234,1,0.9457,1,0.06841,0.56311,0.62514,1.36356,0.5974
sf3d_only,arctic,s07_laptop/laptop_use_02_s04_f00359,1,0.1407,0,0.40936,1.25461,1.19650,1.67583,0.0000
noproj,arctic,s07_laptop/laptop_use_02_s04_f00359,1,0.9461,1,0.04859,0.96593,0.91742,1.67583,0.6515
dense,arctic,s07_laptop/laptop_use_02_s04_f00359,1,0.9448,1,0.08433,0.72437,0.64594,1.67583,0.5021
sf3d_only,arctic,s07_laptop/laptop_use_02_s05_f00478,1,0.0957,0,0.41724,0.27836,0.24115,0.70544,0.0000
noproj,arctic,s07_laptop/laptop_use_02_s05_f00478,1,0.9596,1,0.09588,0.31187,0.39917,0.70544,0.7729
dense,arctic,s07_laptop/laptop_use_02_s05_f00478,1,0.9510,1,0.06591,0.22161,0.15874,0.70544,0.8067
sf3d_only,arctic,s07_laptop/laptop_use_02_s06_f00586,1,0.3196,0,0.25687,0.94933,1.01001,0.59483,0.0007
noproj,arctic,s07_laptop/laptop_use_02_s06_f00586,1,0.9479,1,0.01044,0.37293,0.36806,0.59483,0.9340
dense,arctic,s07_laptop/laptop_use_02_s06_f00586,1,0.9507,1,0.01603,0.20303,0.19169,0.59483,0.8105
sf3d_only,arctic,s07_laptop/laptop_use_02_s07_f00648,1,0.0713,0,0.53811,0.33031,0.39584,0.65420,0.0000
noproj,arctic,s07_laptop/laptop_use_02_s07_f00648,1,0.9471,1,0.01521,0.74094,0.75576,0.65420,0.8332
dense,arctic,s07_laptop/laptop_use_02_s07_f00648,1,0.9551,1,0.00933,0.03024,0.02711,0.65420,0.6976
sf3d_only,arctic,s07_microwave/microwave_use_01_s00_f00052,1,0.9223,1,0.09474,0.01971,0.09096,0.26351,0.0665
noproj,arctic,s07_microwave/microwave_use_01_s00_f00052,1,0.9495,1,0.00868,0.15732,0.16509,0.26351,0.5357
dense,arctic,s07_microwave/microwave_use_01_s00_f00052,1,0.9599,1,0.01131,0.05446,0.06121,0.26351,0.4009
sf3d_only,arctic,s07_microwave/microwave_use_01_s01_f00074,1,0.6136,1,0.41512,0.18193,0.55730,0.24140,0.0000
noproj,arctic,s07_microwave/microwave_use_01_s01_f00074,1,0.9539,1,0.01685,0.31421,0.32106,0.24140,0.6425
dense,arctic,s07_microwave/microwave_use_01_s01_f00074,1,0.9593,1,0.01886,0.02082,0.01012,0.24140,0.5449
sf3d_only,arctic,s07_microwave/microwave_use_01_s02_f00092,1,0.8937,1,0.13770,0.16633,0.06961,0.23071,0.0000
noproj,arctic,s07_microwave/microwave_use_01_s02_f00092,1,0.9488,1,0.00604,0.12217,0.12708,0.23071,0.4373
dense,arctic,s07_microwave/microwave_use_01_s02_f00092,1,0.9689,1,0.02340,0.07998,0.08438,0.23071,0.3343
sf3d_only,arctic,s07_microwave/microwave_use_01_s03_f00110,1,0.8109,1,0.37265,0.11456,0.48677,0.16871,0.0000
noproj,arctic,s07_microwave/microwave_use_01_s03_f00110,1,0.9565,1,0.03400,0.27981,0.29580,0.16871,0.6836
dense,arctic,s07_microwave/microwave_use_01_s03_f00110,1,0.9574,1,0.03613,0.12149,0.10032,0.16871,0.4849
sf3d_only,arctic,s07_microwave/microwave_use_01_s04_f00142,1,0.6956,1,0.22062,0.28682,0.44825,0.11696,0.0504
noproj,arctic,s07_microwave/microwave_use_01_s04_f00142,1,0.9460,1,0.01383,0.20984,0.20014,0.11696,0.7837
dense,arctic,s07_microwave/microwave_use_01_s04_f00142,1,0.9590,1,0.01011,0.12454,0.13454,0.11696,0.5401
sf3d_only,arctic,s07_microwave/microwave_use_01_s05_f00160,1,0.7906,1,0.14306,0.15775,0.09345,0.26030,0.0509
noproj,arctic,s07_microwave/microwave_use_01_s05_f00160,1,0.9476,1,0.01369,0.18348,0.18117,0.26030,0.4901
dense,arctic,s07_microwave/microwave_use_01_s05_f00160,1,0.9589,1,0.01862,0.03839,0.02380,0.26030,0.3951
sf3d_only,arctic,s07_microwave/microwave_use_01_s06_f00182,1,0.6974,1,0.33651,0.14030,0.47671,0.37155,0.0000
noproj,arctic,s07_microwave/microwave_use_01_s06_f00182,1,0.9556,1,0.00800,0.16056,0.16506,0.37155,0.7124
dense,arctic,s07_microwave/microwave_use_01_s06_f00182,1,0.9538,1,0.01055,0.03999,0.03767,0.37155,0.5702
sf3d_only,arctic,s07_microwave/microwave_use_01_s07_f00225,1,0.8690,1,0.10848,0.07763,0.14347,0.25471,0.1119
noproj,arctic,s07_microwave/microwave_use_01_s07_f00225,1,0.9501,1,0.00970,0.15613,0.14947,0.25471,0.5749
dense,arctic,s07_microwave/microwave_use_01_s07_f00225,1,0.9633,1,0.02148,0.12730,0.10849,0.25471,0.3296
sf3d_only,arctic,s07_microwave/microwave_use_01_s08_f00246,1,0.8111,1,0.44938,0.20079,0.64548,0.28772,0.0000
noproj,arctic,s07_microwave/microwave_use_01_s08_f00246,1,0.9564,1,0.02960,0.34693,0.36706,0.28772,0.6401
dense,arctic,s07_microwave/microwave_use_01_s08_f00246,1,0.9564,1,0.02163,0.16238,0.14181,0.28772,0.2730
sf3d_only,arctic,s07_microwave/microwave_use_01_s09_f00272,1,0.9101,1,0.11820,0.13874,0.10958,0.30096,0.0000
noproj,arctic,s07_microwave/microwave_use_01_s09_f00272,1,0.9410,1,0.02138,0.26431,0.28187,0.30096,0.4032
dense,arctic,s07_microwave/microwave_use_01_s09_f00272,1,0.9634,1,0.02741,0.10203,0.11815,0.30096,0.2557
sf3d_only,arctic,s07_microwave/microwave_use_01_s10_f00291,1,0.6717,1,0.39111,0.36643,0.75693,0.40873,0.0358
noproj,arctic,s07_microwave/microwave_use_01_s10_f00291,1,0.9533,1,0.01344,0.44981,0.46285,0.40873,0.5055
dense,arctic,s07_microwave/microwave_use_01_s10_f00291,1,0.9593,1,0.00581,0.46892,0.47252,0.40873,0.0881
sf3d_only,arctic,s07_microwave/microwave_use_01_s11_f00367,1,0.8566,1,0.09511,0.07299,0.07580,0.28270,0.1523
noproj,arctic,s07_microwave/microwave_use_01_s11_f00367,1,0.9472,1,0.01689,0.13722,0.15038,0.28270,0.4235
dense,arctic,s07_microwave/microwave_use_01_s11_f00367,1,0.9609,1,0.02189,0.09402,0.07475,0.28270,0.3360
sf3d_only,arctic,s07_microwave/microwave_use_01_s12_f00396,1,0.7100,1,0.38030,0.08862,0.45781,0.16160,0.0000
noproj,arctic,s07_microwave/microwave_use_01_s12_f00396,1,0.9524,1,0.02181,0.25525,0.26849,0.16160,0.7154
dense,arctic,s07_microwave/microwave_use_01_s12_f00396,1,0.9549,1,0.02007,0.10000,0.09432,0.16160,0.5654
sf3d_only,arctic,s07_microwave/microwave_use_01_s13_f00420,1,0.5843,1,0.15446,0.26895,0.32180,0.21604,0.0000
noproj,arctic,s07_microwave/microwave_use_01_s13_f00420,1,0.9461,1,0.05629,0.07183,0.07455,0.21604,0.4154
dense,arctic,s07_microwave/microwave_use_01_s13_f00420,1,0.9638,1,0.27697,0.24206,0.04848,0.21604,0.3328
sf3d_only,arctic,s07_microwave/microwave_use_01_s14_f00446,1,0.3193,0,0.26153,0.15376,0.34752,0.34606,0.0000
noproj,arctic,s07_microwave/microwave_use_01_s14_f00446,1,0.9158,1,0.35932,0.57923,0.53430,0.34606,0.0716
dense,arctic,s07_microwave/microwave_use_01_s14_f00446,1,0.9370,1,0.29778,0.41542,0.42121,0.34606,0.0683
sf3d_only,arctic,s07_microwave/microwave_use_01_s15_f00498,1,0.7797,1,0.17020,0.23341,0.30740,0.33788,0.0022
noproj,arctic,s07_microwave/microwave_use_01_s15_f00498,1,0.9530,1,0.01485,0.13589,0.14514,0.33788,0.2634
dense,arctic,s07_microwave/microwave_use_01_s15_f00498,1,0.9790,1,0.10475,0.15902,0.25772,0.33788,0.2809
sf3d_only,arctic,s07_microwave/microwave_use_01_s16_f00525,1,0.6963,1,0.32640,0.51907,0.71045,0.41946,0.0000
noproj,arctic,s07_microwave/microwave_use_01_s16_f00525,1,0.9477,1,0.01740,0.54269,0.55038,0.41946,0.2213
dense,arctic,s07_microwave/microwave_use_01_s16_f00525,1,0.9371,1,0.05523,0.50553,0.48942,0.41946,0.2155
sf3d_only,arctic,s07_microwave/microwave_use_02_s00_f00098,1,0.7575,1,0.12609,0.23275,0.35846,0.44399,0.0000
noproj,arctic,s07_microwave/microwave_use_02_s00_f00098,1,0.9410,1,0.03357,0.28170,0.28329,0.44399,0.2711
dense,arctic,s07_microwave/microwave_use_02_s00_f00098,1,0.9597,1,0.03855,0.28918,0.32158,0.44399,0.2138
sf3d_only,arctic,s07_microwave/microwave_use_02_s01_f00133,1,0.2630,0,0.20254,0.49296,0.68608,0.41501,0.1193
noproj,arctic,s07_microwave/microwave_use_02_s01_f00133,1,0.9525,1,0.07919,0.47959,0.54286,0.41501,0.3208
dense,arctic,s07_microwave/microwave_use_02_s01_f00133,1,0.9503,1,0.05260,0.53027,0.47783,0.41501,0.2137
sf3d_only,arctic,s07_microwave/microwave_use_02_s02_f00169,1,0.7765,1,0.15500,0.35588,0.42736,0.08947,0.0034
noproj,arctic,s07_microwave/microwave_use_02_s02_f00169,1,0.9548,1,0.03848,0.13645,0.11048,0.08947,0.5636
dense,arctic,s07_microwave/microwave_use_02_s02_f00169,1,0.9557,1,0.03804,0.12841,0.09060,0.08947,0.3008
sf3d_only,arctic,s07_microwave/microwave_use_02_s03_f00207,1,0.8659,1,0.11779,0.14814,0.03763,0.29754,0.2140
noproj,arctic,s07_microwave/microwave_use_02_s03_f00207,1,0.9503,1,0.00122,0.19527,0.19416,0.29754,0.5451
dense,arctic,s07_microwave/microwave_use_02_s03_f00207,1,0.9566,1,0.01388,0.11006,0.09664,0.29754,0.4109
sf3d_only,arctic,s07_microwave/microwave_use_02_s04_f00230,1,0.8501,1,0.40792,0.17684,0.58366,0.26656,0.0000
noproj,arctic,s07_microwave/microwave_use_02_s04_f00230,1,0.9554,1,0.01278,0.35921,0.36368,0.26656,0.6412
dense,arctic,s07_microwave/microwave_use_02_s04_f00230,1,0.9552,1,0.02040,0.10588,0.08909,0.26656,0.3431
sf3d_only,arctic,s07_microwave/microwave_use_02_s05_f00249,1,0.8678,1,0.12637,0.10680,0.05717,0.31784,0.0226
noproj,arctic,s07_microwave/microwave_use_02_s05_f00249,1,0.9491,1,0.00296,0.22463,0.22577,0.31784,0.4850
dense,arctic,s07_microwave/microwave_use_02_s05_f00249,1,0.9629,1,0.00980,0.18711,0.19689,0.31784,0.3543
sf3d_only,arctic,s07_microwave/microwave_use_02_s06_f00270,1,0.6803,1,0.39287,0.17612,0.56225,0.28298,0.0257
noproj,arctic,s07_microwave/microwave_use_02_s06_f00270,1,0.9572,1,0.02613,0.36248,0.36756,0.28298,0.6094
dense,arctic,s07_microwave/microwave_use_02_s06_f00270,1,0.9567,1,0.02548,0.31103,0.28600,0.28298,0.2044
sf3d_only,arctic,s07_microwave/microwave_use_02_s07_f00319,1,0.8651,1,0.14160,0.13767,0.26584,0.24221,0.0634
noproj,arctic,s07_microwave/microwave_use_02_s07_f00319,1,0.9499,1,0.00299,0.17693,0.17413,0.24221,0.5947
dense,arctic,s07_microwave/microwave_use_02_s07_f00319,1,0.9603,1,0.01110,0.23583,0.23308,0.24221,0.3170
sf3d_only,arctic,s07_microwave/microwave_use_02_s08_f00338,1,0.7297,1,0.32735,0.21993,0.54688,0.25479,0.0000
noproj,arctic,s07_microwave/microwave_use_02_s08_f00338,1,0.9481,1,0.01740,0.31484,0.32074,0.25479,0.5815
dense,arctic,s07_microwave/microwave_use_02_s08_f00338,1,0.9589,1,0.02465,0.34955,0.35804,0.25479,0.3868
sf3d_only,arctic,s07_microwave/microwave_use_02_s09_f00375,1,0.8851,1,0.11049,0.14338,0.14104,0.18809,0.0794
noproj,arctic,s07_microwave/microwave_use_02_s09_f00375,1,0.9498,1,0.00435,0.11407,0.11776,0.18809,0.5302
dense,arctic,s07_microwave/microwave_use_02_s09_f00375,1,0.9660,1,0.02025,0.01784,0.03039,0.18809,0.2826
sf3d_only,arctic,s07_microwave/microwave_use_02_s10_f00395,1,0.5697,1,0.19218,0.41551,0.59306,0.24303,0.1222
noproj,arctic,s07_microwave/microwave_use_02_s10_f00395,1,0.9502,1,0.00710,0.30278,0.30686,0.24303,0.6115
dense,arctic,s07_microwave/microwave_use_02_s10_f00395,1,0.9567,1,0.01993,0.30645,0.31355,0.24303,0.5197
sf3d_only,arctic,s07_microwave/microwave_use_02_s11_f00499,1,0.4415,0,0.14019,0.75835,0.64197,0.37786,0.0145
noproj,arctic,s07_microwave/microwave_use_02_s11_f00499,1,0.8896,1,0.07187,0.25605,0.21672,0.37786,0.0833
dense,arctic,s07_microwave/microwave_use_02_s11_f00499,1,0.9667,1,0.10196,0.13918,0.15432,0.37786,0.0353
sf3d_only,arctic,s07_microwave/microwave_use_02_s12_f00523,1,0.2476,0,0.39252,0.22664,0.39690,0.29300,0.0000
noproj,arctic,s07_microwave/microwave_use_02_s12_f00523,1,0.8929,1,0.43698,0.50265,0.58910,0.29300,0.0000
dense,arctic,s07_microwave/microwave_use_02_s12_f00523,1,0.4367,0,0.43567,0.22700,0.43985,0.29300,0.0000
sf3d_only,arctic,s07_microwave/microwave_use_02_s13_f00553,1,0.4482,0,0.25992,0.18976,0.22704,0.20074,0.0625
noproj,arctic,s07_microwave/microwave_use_02_s13_f00553,1,0.9481,1,0.01514,0.21331,0.20756,0.20074,0.7147
dense,arctic,s07_microwave/microwave_use_02_s13_f00553,1,0.9585,1,0.01903,0.04531,0.06413,0.20074,0.4076
sf3d_only,arctic,s07_notebook/notebook_use_01_s02_f00187,1,0.4383,0,0.27264,0.20285,0.30384,0.09261,0.0000
noproj,arctic,s07_notebook/notebook_use_01_s02_f00187,1,0.9480,1,0.00200,0.34134,0.34017,0.09261,0.8725
dense,arctic,s07_notebook/notebook_use_01_s02_f00187,1,0.9405,1,0.24383,0.26780,0.10839,0.09261,0.3998
sf3d_only,arctic,s07_notebook/notebook_use_01_s03_f00215,1,0.7396,1,0.46251,0.33678,0.39769,0.11575,0.0000
noproj,arctic,s07_notebook/notebook_use_01_s03_f00215,1,0.9514,1,0.28137,0.70663,0.57183,0.11575,0.9382
dense,arctic,s07_notebook/notebook_use_01_s03_f00215,1,0.9420,1,0.31088,0.43372,0.12304,0.11575,0.8233
sf3d_only,arctic,s07_notebook/notebook_use_01_s04_f00276,1,0.7550,1,0.40287,0.46509,0.36073,0.63725,0.0000
noproj,arctic,s07_notebook/notebook_use_01_s04_f00276,1,0.9449,1,0.02737,0.68549,0.66946,0.63725,0.9009
dense,arctic,s07_notebook/notebook_use_01_s04_f00276,1,0.9357,1,0.08907,0.37043,0.32393,0.63725,0.5882
sf3d_only,arctic,s07_notebook/notebook_use_01_s05_f00370,1,0.8419,1,0.26028,0.30826,0.32602,0.06232,0.0000
noproj,arctic,s07_notebook/notebook_use_01_s05_f00370,1,0.9476,1,0.22176,0.15303,0.36532,0.06232,0.9223
dense,arctic,s07_notebook/notebook_use_01_s05_f00370,1,0.9368,1,0.08681,0.03783,0.04948,0.06232,0.7905
sf3d_only,arctic,s07_notebook/notebook_use_01_s06_f00459,1,0.7393,1,0.35492,0.29193,0.26819,0.54202,0.0000
noproj,arctic,s07_notebook/notebook_use_01_s06_f00459,1,0.9447,1,0.02046,0.34609,0.33606,0.54202,0.9072
dense,arctic,s07_notebook/notebook_use_01_s06_f00459,1,0.9327,1,0.07625,0.50055,0.47567,0.54202,0.7668
sf3d_only,arctic,s07_notebook/notebook_use_01_s07_f00492,1,0.9258,1,0.19120,0.53548,0.55181,0.50224,0.0083
noproj,arctic,s07_notebook/notebook_use_01_s07_f00492,1,0.9391,1,0.03062,0.55917,0.55067,0.50224,0.5935
dense,arctic,s07_notebook/notebook_use_01_s07_f00492,1,0.9419,1,0.00566,0.37298,0.37799,0.50224,0.4063
sf3d_only,arctic,s07_notebook/notebook_use_01_s08_f00557,1,0.8370,1,0.23570,0.49800,0.49377,0.47243,0.0000
noproj,arctic,s07_notebook/notebook_use_01_s08_f00557,1,0.9480,1,0.01436,0.53839,0.53465,0.47243,0.8356
dense,arctic,s07_notebook/notebook_use_01_s08_f00557,1,0.9413,1,0.05453,0.25513,0.22382,0.47243,0.6076
sf3d_only,arctic,s07_notebook/notebook_use_02_s00_f00038,1,0.6533,1,0.19826,0.41408,0.22882,0.24096,0.0000
noproj,arctic,s07_notebook/notebook_use_02_s00_f00038,1,0.9467,1,0.27480,0.31755,0.13506,0.24096,0.9209
dense,arctic,s07_notebook/notebook_use_02_s00_f00038,1,0.9281,1,0.23389,0.29653,0.09307,0.24096,0.7593
